Sample ID	Block	Time	Jar	Treatment	Measurement Date	Measurer Name	Larval Stage	Length	Height	Circumference 	Alive/Dead	Normal.Deformed
CS.B11.T00.J04 11.19.18-0014	B11	T00	J04	SE	8/28/2019	Melati Tarrant	Trochophore	0.043	0.068	0.180	Alive	Normal
CS.B11.T00.J04 11.19.18-0015	B11	T00	J04	SE	8/28/2019	Melati Tarrant	Trochophore	0.057	0.067	0.199	Alive	Normal
CS.B11.T00.J04 11.19.18-0016	B11	T00	J04	SE	8/28/2019	Melati Tarrant	Trochophore	0.054	0.055	0.168	Alive	Normal
CS.B11.T00.J04 11.19.18-0017	B11	T00	J04	SE	8/28/2019	Melati Tarrant	Trochophore	0.050	0.055	0.165	Alive	Normal
CS.B11.T00.J04 11.19.18-0018	B11	T00	J04	SE	8/28/2019	Melati Tarrant	Trochophore	0.047	0.056	0.161	Alive	Normal
CS.B11.T00.J04 11.19.18-0019	B11	T00	J04	SE	9/4/2019	Melati Tarrant	Trochophore	0.054	0.047	0.155	Alive	Normal
CS.B11.T00.J05 11.19.18-0001	B11	T00	J05	CON	9/4/2019	Melati Tarrant	Trochophore	0.050	0.057	0.17	Alive	Normal
CS.B11.T00.J05 11.19.18-0002	B11	T00	J05	CON	9/4/2019	Melati Tarrant	Trochophore	0.051	0.058	0.175	Alive	Normal
CS.B11.T00.J05 11.19.18-0003	B11	T00	J05	CON	9/4/2019	Melati Tarrant	Trochophore	0.059	0.067	0.201	Alive	Normal
CS.B11.T00.J05 11.19.18-0004	B11	T00	J05	CON	9/4/2019	Melati Tarrant	Trochophore	0.052	0.05	0.164	Alive	Normal
CS.B11.T00.J05 11.19.18-0005	B11	T00	J05	CON	9/4/2019	Melati Tarrant	Trochophore	0.052	0.051	0.17	Alive	Normal
CS.B11.T00.J05 11.19.18-0006	B11	T00	J05	CON	9/4/2019	Melati Tarrant	Trochophore	0.049	0.054	0.168	Alive	Normal
CS.B11.T00.J05 11.19.18-0007	B11	T00	J05	CON	9/4/2019	Melati Tarrant	Trochophore	0.051	0.061	0.181	Alive	Normal
CS.B11.T00.J05 11.19.18-0008	B11	T00	J05	CON	9/4/2019	Melati Tarrant	Trochophore	0.047	0.058	0.175	Alive	Normal
CS.B11.T00.J05 11.19.18-0009	B11	T00	J05	CON	9/4/2019	Melati Tarrant	Trochophore	0.052	0.06	0.167	Alive	Normal
CS.B11.T00.J05 11.19.18-0010	B11	T00	J05	CON	9/24/2019	Melati Tarrant	Trochophore	0.055	0.062	0.183	Alive	Normal
CS.B11.T00.J05 11.19.18-0011	B11	T00	J05	CON	9/24/2019	Melati Tarrant	Trochophore	0.062	0.068	0.202	Alive	Normal
CS.B11.T00.J05 11.19.18-0012	B11	T00	J05	CON	9/24/2019	Melati Tarrant	Trochophore	0.051	0.061	0.177	Alive	Normal
CS.B11.T00.J05 11.19.18-0013	B11	T00	J05	CON	9/24/2019	Melati Tarrant	Trochophore	0.050	0.054	0.166	Alive	Normal
CS.B11.T00.J05 11.19.18-0014	B11	T00	J05	CON	9/24/2019	Melati Tarrant	Trochophore	0.049	0.042	0.158	Alive	Normal
CS.B11.T00.J05 11.19.18-0015	B11	T00	J05	CON	9/24/2019	Melati Tarrant	Trochophore	0.051	0.057	0.175	Alive	Normal
CS.B11.T00.J05 11.19.18-0016 A	B11	T00	J05	CON	9/24/2019	Melati Tarrant	Trochophore	0.053	0.063	0.181	Alive	Normal
CS.B11.T00.J05 11.19.18-0016 B	B11	T00	J05	CON	9/24/2019	Melati Tarrant	Trochophore	0.050	0.057	0.174	Alive	Normal
CS.B11.T00.J05 11.19.18-0017	B11	T00	J05	CON	9/24/2019	Melati Tarrant	Trochophore	0.056	0.053	0.171	Alive	Normal
CS.B11.T00.J05 11.19.18-0018	B11	T00	J05	CON	9/24/2019	Melati Tarrant	Trochophore	0.051	0.057	0.168	Alive	Normal
CS.B11.T00.J05 11.19.18-0019	B11	T00	J05	CON	9/24/2019	Melati Tarrant	Trochophore	0.046	0.06	0.173	Alive	Normal
CS.B11.T00.J05 11.19.18-0020	B11	T00	J05	CON	9/24/2019	Melati Tarrant	Trochophore	0.061	0.053	0.188	Alive	Normal
CS.B11.T00.J05 11.19.18-0021	B11	T00	J05	CON	9/24/2019	Melati Tarrant	Trochophore	0.049	0.054	NA	Alive	Normal
CS.B11.T00.J05 11.19.18-0022	B11	T00	J05	CON	9/24/2019	Melati Tarrant	Trochophore	0.074	0.062	0.229	Alive	Normal
CS.B11.T00.J06 11.19.18-0001	B11	T00	J06	CA	9/24/2019	Melati Tarrant	Trochophore	0.045	0.052	0.161	Alive	Normal
CS.B11.T00.J06 11.19.18-0002	B11	T00	J06	CA	9/24/2019	Melati Tarrant	Trochophore	0.052	0.059	0.176	Alive	Normal
CS.B11.T00.J06 11.19.18-0004	B11	T00	J06	CA	9/24/2019	Melati Tarrant	Trochophore	0.048	0.06	0.171	Alive	Normal
CS.B11.T00.J06 11.19.18-0005	B11	T00	J06	CA	9/24/2019	Melati Tarrant	Trochophore	0.054	0.054	0.172	Alive	Normal
CS.B11.T00.J06 11.19.18-0006	B11	T00	J06	CA	9/24/2019	Melati Tarrant	Trochophore	0.052	0.06	0.177	Alive	Normal
CS.B11.T00.J06 11.19.18-0007	B11	T00	J06	CA	9/24/2019	Melati Tarrant	Trochophore	0.047	0.057	0.162	Alive	Normal
CS.B11.T00.J06 11.19.18-0008	B11	T00	J06	CA	9/24/2019	Melati Tarrant	Trochophore	0.070	0.067	0.223	Alive	Normal
CS.B11.T00.J06 11.19.18-0009	B11	T00	J06	CA	9/24/2019	Melati Tarrant	Trochophore	0.051	0.059	0.175	Alive	Normal
CS.B11.T00.J06 11.19.18-0010	B11	T00	J06	CA	9/24/2019	Melati Tarrant	Trochophore	0.050	0.058	0.169	Alive	Normal
CS.B11.T00.J06 11.19.18-0011	B11	T00	J06	CA	9/24/2019	Melati Tarrant	Trochophore	0.050	0.059	0.172	Alive	Normal
CS.B11.T00.J07 11.20.18-0001A	B11	T00	J07	SE	10/2/2019	Melati Tarrant	Trochophore	0.049	0.062	0.178	Alive	Normal
CS.B11.T00.J07 11.20.18-0001B	B11	T00	J07	SE	10/2/2019	Melati Tarrant	Trochophore	0.050	0.057	0.177	Alive	Normal
CS.B11.T00.J07 11.20.18-0002	B11	T00	J07	SE	10/2/2019	Melati Tarrant	Trochophore	0.048	0.058	0.172	Alive	Normal
CS.B11.T00.J07 11.20.18-0003	B11	T00	J07	SE	10/2/2019	Melati Tarrant	Trochophore	0.048	0.057	0.164	Alive	Normal
CS.B11.T00.J07 11.20.18-0004	B11	T00	J07	SE	10/2/2019	Melati Tarrant	Trochophore	0.053	0.063	0.188	Alive	Normal
CS.B11.T00.J07 11.20.18-0005	B11	T00	J07	SE	10/2/2019	Melati Tarrant	Trochophore	0.030	0.044	0.119	Alive	Normal
CS.B11.T00.J07 11.20.18-0006	B11	T00	J07	SE	10/2/2019	Melati Tarrant	Trochophore	0.047	0.049	0.154	Alive	Normal
CS.B11.T00.J07 11.20.18-0007	B11	T00	J07	SE	10/2/2019	Melati Tarrant	Trochophore	0.059	0.061	0.191	Alive	Normal
CS.B11.T00.J07 11.20.18-0008	B11	T00	J07	SE	10/2/2019	Melati Tarrant	Trochophore	0.050	0.053	0.160	Alive	Normal
CS.B11.T00.J07 11.20.18-0009	B11	T00	J07	SE	10/2/2019	Melati Tarrant	Trochophore	0.049	0.055	0.169	Alive	Normal
CS.B11.T00.J07 11.20.18-0010	B11	T00	J07	SE	10/2/2019	Melati Tarrant	Trochophore	0.027	0.027	0.097	Alive	Normal
CS.B11.T00.J07 11.20.18-0011	B11	T00	J07	SE	10/2/2019	Melati Tarrant	Trochophore	0.043	0.056	0.155	Alive	Normal
CS.B11.T00.J07 11.20.18-0012	B11	T00	J07	SE	10/2/2019	Melati Tarrant	Trochophore	0.049	0.051	0.167	Alive	Normal
CS.B11.T00.J07 11.20.18-0013	B11	T00	J07	SE	10/2/2019	Melati Tarrant	Trochophore	0.052	0.06	0.174	Alive	Normal
CS.B11.T00.J07 11.20.18-0014	B11	T00	J07	SE	10/2/2019	Melati Tarrant	Trochophore	0.058	0.052	0.171	Alive	Normal
CS.B11.T00.J07 11.20.18-0015	B11	T00	J07	SE	10/2/2019	Melati Tarrant	Trochophore	0.049	0.056	0.172	Alive	Normal
CS.B11.T00.J08 11.20.18-0016	B11	T00	J08	CA	10/2/2019	Melati Tarrant	Trochophore	0.046	0.063	0.176	Alive	Normal
CS.B11.T00.J08 11.20.18-0017	B11	T00	J08	CA	10/2/2019	Melati Tarrant	Trochophore	0.054	0.072	0.203	Alive	Normal
CS.B11.T00.J08 11.20.18-0018	B11	T00	J08	CA	10/2/2019	Melati Tarrant	Trochophore	0.051	0.057	0.168	Alive	Normal
CS.B11.T00.J08 11.20.18-0019	B11	T00	J08	CA	10/2/2019	Melati Tarrant	Trochophore	0.051	0.057	0.186	Alive	Normal
CS.B11.T00.J08 11.20.18-0020	B11	T00	J08	CA	10/2/2019	Melati Tarrant	Trochophore	0.048	0.055	0.168	Alive	Normal
CS.B11.T00.J08 11.20.18-0021	B11	T00	J08	CA	10/2/2019	Melati Tarrant	Trochophore	0.050	0.06	0.175	Alive	Normal
CS.B11.T00.J08 11.20.18-0022	B11	T00	J08	CA	10/2/2019	Melati Tarrant	Trochophore	0.045	0.058	0.181	Alive	Normal
CS.B11.T00.J08 11.20.18-0023	B11	T00	J08	CA	10/2/2019	Melati Tarrant	Trochophore	0.053	0.074	0.219	Alive	Normal
CS.B11.T00.J08 11.20.18-0024	B11	T00	J08	CA	10/2/2019	Melati Tarrant	Trochophore	0.047	0.056	0.172	Alive	Normal
CS.B11.T00.J09 11.22.18-0001	B11	T00	J09	CASE	10/4/2019	Melati Tarrant	Trochophore	0.049	0.057	0.168	Alive	Normal
CS.B11.T00.J09 11.22.18-0002	B11	T00	J09	CASE	10/4/2019	Melati Tarrant	Trochophore	0.070	0.065	0.215	Alive	Normal
CS.B11.T00.J09 11.22.18-0003	B11	T00	J09	CASE	10/4/2019	Melati Tarrant	Trochophore	0.056	0.063	0.181	Alive	Normal
CS.B11.T00.J09 11.22.18-0004 A	B11	T00	J09	CASE	10/4/2019	Melati Tarrant	Trochophore	0.053	0.061	0.188	Alive	Normal
CS.B11.T00.J09 11.22.18-0004 B	B11	T00	J09	CASE	10/4/2019	Melati Tarrant	Trochophore	0.057	0.052	0.174	Alive	Normal
CS.B11.T00.J09 11.22.18-0005	B11	T00	J09	CASE	10/4/2019	Melati Tarrant	Trochophore	0.049	0.056	0.158	Alive	Normal
CS.B11.T00.J09 11.22.18-0008 A	B11	T00	J09	CASE	10/4/2019	Melati Tarrant	Trochophore	0.060	0.056	0.180	Alive	Normal
CS.B11.T00.J09 11.22.18-0009	B11	T00	J09	CASE	10/4/2019	Melati Tarrant	Trochophore	0.056	0.051	0.175	Alive	Normal
CS.B11.T00.J09 11.22.18-0010	B11	T00	J09	CASE	10/4/2019	Melati Tarrant	Trochophore	0.055	6.10E-02	0.181	Alive	Normal
CS.B11.T00.J09 11.22.18-0011	B11	T00	J09	CASE	10/7/2019	Melati Tarrant	Trochophore	0.053	0.058	0.181	Alive	Normal
CS.B11.T00.J09 11.22.18-0012	B11	T00	J09	CASE	10/7/2019	Melati Tarrant	Trochophore	0.051	0.059	0.17	Alive	Normal
CS.B11.T00.J09 11.22.18-0013	B11	T00	J09	CASE	10/7/2019	Melati Tarrant	Trochophore	0.055	0.06	0.185	Alive	Normal
CS.B11.T00.J09 11.22.18-0014	B11	T00	J09	CASE	10/7/2019	Melati Tarrant	Trochophore	0.050	0.06	0.181	Alive	Normal
CS.B11.T00.J09 11.22.18-0015	B11	T00	J09	CASE	10/7/2019	Melati Tarrant	Trochophore	0.054	0.061	0.189	Alive	Normal
CS.B11.T00.J09 11.22.18-0016 A	B11	T00	J09	CASE	10/7/2019	Melati Tarrant	Trochophore	0.051	0.054	0.168	Alive	Normal
CS.B11.T00.J09 11.22.18-0016 B	B11	T00	J09	CASE	10/7/2019	Melati Tarrant	Trochophore	0.053	0.053	0.166	Alive	Normal
CS.B11.T00.J09 11.22.18-0017	B11	T00	J09	CASE	10/7/2019	Melati Tarrant	Trochophore	0.054	0.053	0.173	Alive	Normal
CS.B11.T00.J09 11.22.18-0018	B11	T00	J09	CASE	10/7/2019	Melati Tarrant	Trochophore	0.054	0.057	0.178	Alive	Normal
CS.B11.T00.J09 11.22.18-0021	B11	T00	J09	CASE	10/7/2019	Melati Tarrant	Trochophore	0.057	0.056	0.187	Alive	Deformed
CS.B11.T00.J10 11.22.18-0001	B11	T00	J10	CON	10/7/2019	Melati Tarrant	Trochophore	0.029	0.035	0.113	Alive	Normal
CS.B11.T00.J10 11.22.18-0002	B11	T00	J10	CON	10/7/2019	Melati Tarrant	Trochophore	0.050	0.056	0.172	Alive	Normal
CS.B11.T00.J10 11.22.18-0003	B11	T00	J10	CON	10/7/2019	Melati Tarrant	Trochophore	0.048	0.06	0.174	Alive	Normal
CS.B11.T00.J10 11.22.18-0004	B11	T00	J10	CON	10/7/2019	Melati Tarrant	Trochophore	0.051	0.058	0.175	Alive	Normal
CS.B11.T00.J10 11.22.18-0005	B11	T00	J10	CON	10/7/2019	Melati Tarrant	Trochophore	0.049	0.053	0.155	Alive	Normal
CS.B11.T00.J10 11.22.18-0006	B11	T00	J10	CON	10/7/2019	Melati Tarrant	Trochophore	0.048	0.059	0.171	Alive	Normal
CS.B11.T00.J10 11.22.18-0007	B11	T00	J10	CON	10/7/2019	Melati Tarrant	Trochophore	0.059	0.081	0.237	Alive	Normal
CS.B11.T00.J10 11.22.18-0008	B11	T00	J10	CON	10/7/2019	Melati Tarrant	Trochophore	0.050	0.061	0.179	Alive	Normal
CS.B11.T00.J10 11.22.18-0009	B11	T00	J10	CON	10/7/2019	Melati Tarrant	Trochophore	0.051	0.051	0.166	Alive	Normal
CS.B11.T00.J10 11.22.18-0010 A	B11	T00	J10	CON	10/7/2019	Melati Tarrant	Trochophore	0.052	0.059	0.177	Alive	Normal
CS.B11.T00.J10 11.22.18-0010 B	B11	T00	J10	CON	10/7/2019	Melati Tarrant	Trochophore	0.047	0.058	0.171	Alive	Normal
CS.B11.T00.J10 11.22.18-0011	B11	T00	J10	CON	10/7/2019	Melati Tarrant	Trochophore	0.051	0.057	0.174	Alive	Normal
CS.B11.T00.J10 11.22.18-0012 A	B11	T00	J10	CON	10/7/2019	Melati Tarrant	Trochophore	0.051	0.054	0.163	Alive	Normal
CS.B11.T00.J10 11.22.18-0012 B	B11	T00	J10	CON	10/7/2019	Melati Tarrant	Trochophore	0.055	0.062	0.198	Alive	Normal
CS.B11.T00.J10 11.22.18-0013	B11	T00	J10	CON	10/7/2019	Melati Tarrant	Trochophore	0.049	0.059	0.175	Alive	Normal
CS.B11.T00.J10 11.22.18-0014	B11	T00	J10	CON	10/7/2019	Melati Tarrant	Trochophore	0.046	0.054	0.167	Alive	Normal
CS.B11.T00.J10 11.22.18-0015	B11	T00	J10	CON	12/10/2019	Melati Tarrant	Trochophore	0.052	0.051	0.179	Alive	Normal
CS.B11.T00.J10 11.22.18-0016	B11	T00	J10	CON	12/10/2019	Melati Tarrant	Trochophore	0.074	0.067	0.241	Alive	Normal
CS.B11.T00.J10 11.22.18-0017	B11	T00	J10	CON	12/10/2019	Melati Tarrant	Trochophore	0.044	0.057	0.196	Alive	Normal
CS.B11.T00.J10 11.22.18-0018	B11	T00	J10	CON	12/10/2019	Melati Tarrant	Trochophore	0.052	0.061	0.182	Alive	Normal
CS.B11.T00.J10 11.22.18-0019	B11	T00	J10	CON	12/10/2019	Melati Tarrant	Trochophore	0.052	0.062	0.182	Alive	Normal
CS.B11.T00.J10 11.22.18-0020	B11	T00	J10	CON	12/10/2019	Melati Tarrant	Trochophore	0.048	0.053	0.161	Alive	Normal
CS.B11.T00.J10 11.22.18-0021	B11	T00	J10	CON	12/10/2019	Melati Tarrant	Trochophore	0.063	0.047	0.178	Alive	Normal
CS.B11.T00.J10 11.22.18-0022	B11	T00	J10	CON	12/10/2019	Melati Tarrant	Trochophore	0.051	0.06	0.181	Alive	Normal
CS.B11.T00.J10 11.22.18-0023	B11	T00	J10	CON	12/10/2019	Melati Tarrant	Trochophore	0.048	0.07	0.194	Alive	Normal
CS.B11.T00.J10 11.22.18-0024 A	B11	T00	J10	CON	12/10/2019	Melati Tarrant	Trochophore	0.066	0.076	0.227	Alive	Normal
CS.B11.T00.J10 11.22.18-0024 B	B11	T00	J10	CON	12/10/2019	Melati Tarrant	Trochophore	0.048	0.060	0.175	Alive	Normal
CS.B11.T00.J10 11.22.18-0025	B11	T00	J10	CON	12/10/2019	Melati Tarrant	Trochophore	0.046	0.062	0.178	Alive	Normal
CS.B11.T00.J11 11.22.18-0001	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.057	0.061	0.209	Alive	Normal
CS.B11.T00.J11 11.22.18-0002	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.043	0.057	0.165	Alive	Normal
CS.B11.T00.J11 11.22.18-0003	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.070	0.064	0.220	Alive	Normal
CS.B11.T00.J11 11.22.18-0004	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.062	0.051	0.177	Alive	Normal
CS.B11.T00.J11 11.22.18-0005	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.045	0.057	0.168	Alive	Normal
CS.B11.T00.J11 11.22.18-0006	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.051	0.052	0.158	Alive	Normal
CS.B11.T00.J11 11.22.18-0007	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.044	0.057	0.170	Alive	Normal
CS.B11.T00.J11 11.22.18-0008	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.050	0.058	0.177	Alive	Normal
CS.B11.T00.J11 11.22.18-0009	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.047	0.051	0.149	Alive	Normal
CS.B11.T00.J11 11.22.18-0010	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.048	0.055	0.161	Alive	Normal
CS.B11.T00.J11 11.22.18-0011	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.043	0.06	0.167	Alive	Normal
CS.B11.T00.J11 11.22.18-0012	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.047	0.054	0.165	Alive	Normal
CS.B11.T00.J11 11.22.18-0013	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.048	0.056	0.168	Alive	Normal
CS.B11.T00.J11 11.22.18-0014	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.058	0.047	0.176	Alive	Normal
CS.B11.T00.J11 11.22.18-0015	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.050	0.049	0.163	Alive	Normal
CS.B11.T00.J11 11.22.18-0016	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.051	0.06	0.177	Alive	Normal
CS.B11.T00.J11 11.22.18-0017	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.057	0.054	0.17	Alive	Normal
CS.B11.T00.J11 11.22.18-0018	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.046	0.063	0.191	Alive	Normal
CS.B11.T00.J11 11.22.18-0019	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.056	0.047	0.167	Alive	Normal
CS.B11.T00.J11 11.22.18-0020	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.056	0.059	0.206	Alive	Normal
CS.B11.T00.J11 11.22.18-0021	B11	T00	J11	CA	12/10/2019	Melati Tarrant	Trochophore	0.044	0.056	0.154	Alive	Normal
CS.B11.T00.J11 11.22.18-0022	B11	T00	J11	CA	12/10/19	Melati Tarrant	Trochophore	0.051	0.055	0.169	Alive	Normal
CS.B11.T00.J11 11.22.18-0023	B11	T00	J11	CA	12/10/19	Melati Tarrant	Trochophore	0.051	0.05	0.165	Alive	Normal
CS.B11.T00.J12 11.22.18-0001	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.052	0.049	0.165	Alive	Normal
CS.B11.T00.J12 11.22.18-0002	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.043	0.051	0.171	Alive	Normal
CS.B11.T00.J12 11.22.18-0003	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.051	0.049	0.155	Alive	Normal
CS.B11.T00.J12 11.22.18-0004	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.054	0.058	0.178	Alive	Normal
CS.B11.T00.J12 11.22.18-0005	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.050	0.055	0.168	Alive	Normal
CS.B11.T00.J12 11.22.18-0006	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.067	0.07	0.212	Alive	Normal
CS.B11.T00.J12 11.22.18-0007	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.044	0.055	0.154	Alive	Normal
CS.B11.T00.J12 11.22.18-0008	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.044	0.052	0.152	Alive	Normal
CS.B11.T00.J12 11.22.18-0009	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.072	0.06	0.207	Alive	Normal
CS.B11.T00.J12 11.22.18-0010	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.049	0.062	0.17	Alive	Normal
CS.B11.T00.J12 11.22.18-0011	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.052	0.059	0.177	Alive	Normal
CS.B11.T00.J12 11.22.18-0012	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.053	0.048	0.168	Alive	Normal
CS.B11.T00.J12 11.22.18-0013	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.042	0.053	0.15	Alive	Normal
CS.B11.T00.J12 11.22.18-0014A	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.044	0.055	0.158	Alive	Normal
CS.B11.T00.J12 11.22.18-0014B	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.050	0.053	0.165	Alive	Normal
CS.B11.T00.J12 11.22.18-0015A	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.050	0.058	0.168	Alive	Normal
CS.B11.T00.J12 11.22.18-0015B	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.057	0.056	0.185	Alive	Normal
CS.B11.T00.J12 11.22.18-0015C	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.050	0.054	0.159	Alive	Normal
CS.B11.T00.J12 11.22.18-0016	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.047	0.055	0.159	Alive	Normal
CS.B11.T00.J12 11.22.18-0018	B11	T00	J12	CASE	12/10/19	Melati Tarrant	Trochophore	0.054	0.058	0.175	Alive	Normal
CS.B11.T12.J01 11.23.18-0001	B11	T24	J01	SE	12/10/19	Melati Tarrant	Trochophore	0.058	0.056	0.181	Alive	Normal
CS.B11.T12.J01 11.23.18-0002	B11	T24	J01	SE	12/10/19	Melati Tarrant	D-Stage	0.043	0.051	0.177	Alive	Normal
CS.B11.T12.J01 11.23.18-0003	B11	T24	J01	SE	12/10/19	Melati Tarrant	Trochophore	0.049	0.041	0.152	Alive	Normal
CS.B11.T12.J01 11.23.18-0004	B11	T24	J01	SE	12/10/19	Melati Tarrant	D-Stage	0.060	0.072	0.213	Alive	Normal
CS.B11.T12.J01 11.23.18-0005	B11	T24	J01	SE	12/10/19	Melati Tarrant	D-Stage	0.059	0.061	0.198	Alive	Normal
CS.B11.T12.J01 11.23.18-0006	B11	T24	J01	SE	12/10/19	Melati Tarrant	D-Stage	0.064	0.056	0.208	Alive	Normal
CS.B11.T12.J01 11.23.18-0007	B11	T24	J01	SE	12/10/19	Melati Tarrant	D-Stage	0.047	0.047	0.168	Alive	Normal
CS.B11.T12.J01 11.23.18-0008	B11	T24	J01	SE	12/10/19	Melati Tarrant	D-Stage	0.052	0.056	0.192	Alive	Normal
CS.B11.T12.J01 11.23.18-0009	B11	T24	J01	SE	12/10/19	Melati Tarrant	Trochophore	0.065	0.053	0.189	Alive	Normal
CS.B11.T12.J01 11.23.18-0010	B11	T24	J01	SE	12/10/19	Melati Tarrant	D-Stage	0.064	0.056	0.193	Alive	Normal
CS.B11.T12.J01 11.23.18-0011	B11	T24	J01	SE	12/10/19	Melati Tarrant	Trochophore	0.069	0.057	0.203	Alive	Normal
CS.B11.T12.J01 11.23.18-0012	B11	T24	J01	SE	12/10/19	Melati Tarrant	D-Stage	0.063	0.058	0.199	Alive	Normal
CS.B11.T12.J01 11.23.18-0013	B11	T24	J01	SE	12/16/19	Melati Tarrant	Trochophore	0.054	0.052	0.179	Alive	Normal
CS.B11.T12.J01 11.23.18-0014	B11	T24	J01	SE	12/16/19	Melati Tarrant	D-Stage	0.066	0.064	0.203	Alive	Normal
CS.B11.T12.J01 11.23.18-0015	B11	T24	J01	SE	12/16/19	Melati Tarrant	Trochophore	0.060	0.033	0.151	Alive	Normal
CS.B11.T12.J01 11.23.18-0016	B11	T24	J01	SE	12/16/19	Melati Tarrant	D-Stage	0.068	0.057	0.193	Alive	Normal
CS.B11.T12.J02 11.24.18-0001	B11	T24	J02	CON	12/16/19	Melati Tarrant	D-Stage	0.053	0.057	0.205	Alive	Normal
CS.B11.T12.J02 11.24.18-0002	B11	T24	J02	CON	12/16/19	Melati Tarrant	Trochophore	0.055	0.068	0.211	Alive	Normal
CS.B11.T12.J02 11.24.18-0002	B11	T24	J02	CON	12/16/19	Melati Tarrant	Trochophore	0.042	0.059	0.166	Alive	Normal
CS.B11.T12.J02 11.24.18-0003	B11	T24	J02	CON	12/16/19	Melati Tarrant	Trochophore	0.060	0.051	0.176	Alive	Normal
CS.B11.T12.J02 11.24.18-0004	B11	T24	J02	CON	12/16/19	Melati Tarrant	Trochophore	0.056	0.057	0.207	Alive	Normal
CS.B11.T12.J02 11.24.18-0005	B11	T24	J02	CON	12/16/19	Melati Tarrant	Trochophore	0.058	0.061	0.184	Alive	Normal
CS.B11.T12.J02 11.24.18-0006	B11	T24	J02	CON	12/16/19	Melati Tarrant	Trochophore	0.045	0.04	0.137	Alive	Normal
CS.B11.T12.J02 11.24.18-0007	B11	T24	J02	CON	12/16/19	Melati Tarrant	D-Stage	0.050	0.053	0.190	Alive	Normal
CS.B11.T12.J02 11.24.18-0008	B11	T24	J02	CON	12/16/19	Melati Tarrant	Trochophore	0.066	0.05	0.182	Alive	Normal
CS.B11.T12.J03 11.24.18-0001	B11	T24	J03	CASE	12/16/19	Melati Tarrant	D-Stage	0.054	0.055	0.175	Alive	Normal
CS.B11.T12.J03 11.24.18-0002	B11	T24	J03	CASE	12/16/19	Melati Tarrant	D-Stage	0.045	0.051	0.172	Alive	Normal
CS.B11.T12.J03 11.24.18-0003	B11	T24	J03	CASE	12/16/19	Melati Tarrant	Trochophore	0.047	5.20E-02	0.164	Alive	Normal
CS.B11.T12.J03 11.24.18-0004	B11	T24	J03	CASE	12/16/2019	Melati Tarrant	D-Stage	0.061	0.050	0.188	Alive	Normal
CS.B11.T12.J03 11.24.18-0005	B11	T24	J03	CASE	12/16/2019	Melati Tarrant	Trochophore	0.037	0.061	0.162	Alive	Normal
CS.B11.T12.J03 11.24.18-0006	B11	T24	J03	CASE	12/16/2019	Melati Tarrant	Trochophore	0.038	0.055	0.150	Alive	Normal
